Date,CO2Flux,CO2,H2O,Temperature, Pressure,WindSpeed,HorizontalWindDirection,RotationToZeroWTheta,RotationToZeroVPhi,SensibleHeatFlux,LatentHeatFlux,FrictionVelocity
0.3829787234,2.4422324,15.548295,826.21136,26.925234,96.87827,3.6237757,194.78796,1.0894839,14.787959,-30.764866,0.1390765,0.2371455
0.5531914894,-3.0703611,15.714391,842.7769,25.825912,96.8838,1.1800237,335.424,1.1232657,155.42401,35.645958,37.653187,0.0724475
0.9361702128,1.1045252,14.331692,437.23123,35.844166,96.50292,3.5874088,174.38187,0.5605799,5.6181407,81.829414,102.70017,0.33218935
0.085106383,2.613175,15.085245,657.3723,30.748165,96.45927,3.4599493,172.81412,0.60133433,7.185895,-34.72031,6.194472,0.27731273
0.5319148936,3.7767491,15.528686,676.55524,24.268574,96.64147,3.6648564,153.70132,0.24066293,26.29866,-44.134033,92.11349,0.3535079
0.5957446809,1.2277913,14.620898,720.4673,30.916489,96.52426,5.9389005,199.23657,1.2796255,19.23657,3.6935134,62.90249,0.45031404
0.6808510638,1.2470379,14.425276,670.2255,32.747456,96.50835,7.575005,189.78949,0.9661118,9.789512,136.51292,259.0246,0.61813295
0.7659574468,2.590166,14.419173,731.1048,33.47806,96.47188,6.846396,191.42632,1.2595884,11.426314,93.75814,243.18697,0.5294212
0.8936170213,-1.6084423,14.364188,751.93304,34.180855,96.33432,6.0942435,168.68146,0.90568715,11.318538,63.399876,235.65085,0.56976396
0.914893617,-2.1920238,14.358434,755.0775,34.1737,96.29436,6.6566687,173.74985,0.7903108,6.2501273,132.64313,270.66364,0.6130914
0,2.0683875,14.297815,806.4387,33.148567,96.10675,7.9951277,171.53586,0.8494982,8.464114,-19.106758,118.95141,0.7228305
0.0638297872,5.048349,14.557842,798.54407,31.748867,96.198395,6.469825,170.90561,0.6455875,9.094385,-61.94922,51.520733,0.60435116
0.1489361702,4.8839116,14.825203,786.8303,29.914679,96.21533,5.567901,169.95715,0.58617485,10.042857,-59.204136,33.7782,0.5009979
0.2340425532,4.7756524,14.850464,840.9712,29.109402,96.21436,5.6086144,176.76001,0.7244281,3.2400305,-62.423653,29.412916,0.5246611
0.7446808511,-1.3476228,14.421201,850.6309,32.29434,96.339226,9.57693,182.72752,1.0702758,2.7274978,307.68777,226.84575,0.83514374
0.7872340426,-1.3686823,14.347839,826.5897,33.008602,96.290794,9.342598,178.87924,1.017219,1.1208241,313.99637,228.19734,0.852729
0.829787234,-0.6920874,14.276949,788.063,33.7787,96.274956,9.265794,177.95837,1.1241364,2.0415285,290.2329,232.32988,0.80333596
0.8936170213,0.25737977,14.260173,718.46765,33.885338,96.21579,9.778642,175.48355,0.78658813,4.516446,247.48914,165.37102,0.8767211
0.1489361702,3.5178635,14.77164,752.4724,29.493563,96.396805,5.508451,146.8439,0.767449,33.15611,-54.262352,25.691515,0.54778135
0.2340425532,3.6402864,14.881707,761.298,28.866535,96.40732,6.0772157,148.13275,0.8950378,31.867254,-54.088955,26.097433,0.6283584
0.4042553191,3.101047,14.9527025,805.1937,28.491394,96.45366,5.1917315,160.12863,0.8280353,19.87136,-43.32891,16.826874,0.48406562
0.6595744681,-3.2120745,14.627958,838.92596,30.334124,96.706566,9.241097,179.21518,0.77253157,0.7848448,264.674,128.08134,0.7861867
0.914893617,-1.6201277,14.26012,815.0589,33.512997,96.58565,7.6545143,159.75885,0.78559244,20.24114,264.55695,156.60193,0.77962166
1,3.0966697,14.376965,711.0888,33.081463,96.56436,7.7084746,163.43753,0.8488069,16.562483,75.71148,-0.1418822,0.7501451
0,1.1249692,14.4167795,703.08124,32.843563,96.57532,7.5849023,165.05884,1.0398589,14.941158,28.745447,55.276043,0.72860986
0.0638297872,3.6539233,14.592755,720.33673,31.515083,96.607994,5.998197,164.32904,0.9983849,15.6709385,-57.615337,31.04504,0.5926645
0.085106383,3.9937286,14.660545,735.87256,30.905333,96.70162,5.6340284,162.33975,0.96449006,17.660269,-49.81824,11.599467,0.5600885
0.1063829787,3.6898875,14.690031,756.5161,30.566381,96.71195,5.7919483,164.63373,0.8033262,15.366268,-53.02444,25.845362,0.5602646
0.1489361702,3.7061625,14.852506,799.52466,29.558107,96.78523,4.891369,152.33878,0.6543183,27.661222,-49.17014,3.4564564,0.48867112
0.4255319149,3.0836241,15.195086,829.8612,26.762445,96.87685,3.8253884,166.11612,0.81637377,13.883897,-28.919146,3.3111167,0.3641702
0.4468085106,0.3903897,15.164098,803.302,26.92993,96.865616,7.038547,170.83478,0.9132178,9.165239,-40.73999,9.974958,0.64387304
0.4893617021,5.96224,15.10467,791.73083,26.581255,96.8835,5.791986,170.85382,0.9170666,9.14618,-40.696964,-14.216239,0.49200952
0.5531914894,-1.5432754,14.805933,798.0501,27.691654,96.99983,5.499872,175.34097,0.56923944,4.659052,30.11769,64.672386,0.48994973
0.6170212766,-1.6237857,14.664837,734.03,29.329363,97.02108,7.143333,187.76665,0.92323375,7.7666316,115.6695,75.5555,0.5640322
0.7021276596,-1.3823879,14.487266,750.0551,31.14078,97.08555,6.540494,190.48268,0.6581945,10.482678,258.81583,106.89731,0.48893845
0.7234042553,-3.3973064,14.42746,769.13226,31.454325,97.030655,6.595195,178.9512,0.42704338,1.0488528,232.00943,134.96538,0.5470698
0.7659574468,-2.4847984,14.333606,784.80786,32.219196,96.99987,6.321051,170.228,0.14935356,9.771982,213.31444,113.22579,0.5806877
0.7872340426,-3.5032086,14.283204,790.8706,32.695362,96.999916,5.7721963,163.92282,0.74624866,16.077158,274.58017,160.75569,0.538509
0.8085106383,-2.4832506,14.237449,803.93823,33.25752,96.99927,5.1103563,162.10388,0.98595977,17.896124,253.63211,149.86174,0.56763804
0.9574468085,-0.8964701,14.16409,774.81226,34.328953,96.8167,5.1544867,170.51337,0.3794921,9.486644,113.06255,96.352455,0.47669175
0,1.9661951,14.278622,803.94934,33.632736,96.844154,4.591634,148.91962,0.20558439,31.080395,-18.627287,27.924648,0.44655985
0.4680851064,5.7792926,16.424772,804.9744,24.450954,97.252594,2.2465692,132.57901,0.48898998,47.420998,-15.179007,9.444345,0.2159743
0.6170212766,-2.2364163,15.049917,865.9404,27.358042,97.32846,4.1515813,124.14542,0.370623,55.854576,155.07875,154.85379,0.44038948
0.7021276596,-8.773155,14.832366,842.0697,29.329369,97.39283,2.5337741,138.7771,0.8877938,41.222904,142.10901,243.96655,0.28783983
0.7659574468,-1.6568737,14.648552,848.09,30.672827,97.37683,2.7115495,150.89368,0.90482247,29.106339,115.22306,146.93356,0.31075674
0.8085106383,0.8219201,14.636598,768.2431,31.3865,97.32912,3.3473725,142.25809,0.1203314,37.741917,76.73422,88.689316,0.32858342
0.829787234,-6.5034323,14.586589,736.6093,31.608528,97.288124,3.7039173,162.13321,0.6737667,17.866804,117.45072,318.6219,0.37657887
0.9361702128,-0.84728515,14.379711,804.157,32.164845,97.163704,4.7292953,117.85666,0.37220347,62.143326,103.95971,174.78477,0.5025657
0.3191489362,1.9541178,16.013021,632.5459,24.79914,97.64125,1.8849311,308.6313,0.0862293,128.63126,-9.624119,22.8001,0.12835534
0.6808510638,-4.734909,15.48295,775.0813,25.337023,97.78484,3.240513,61.97815,0.9013556,118.021835,31.711819,122.65721,0.27949008
0.0212765957,1.0728127,15.303406,369.21915,21.941904,94.72339,3.8263648,148.30096,0.6847137,31.699022,-37.27434,8.048998,0.1849331
0.085106383,0.8896818,14.972072,527.2007,24.402412,94.65127,9.994827,171.48425,1.0873264,8.515767,-68.93663,10.016452,0.56226236
0.2978723404,0.19553453,16.198418,283.68427,11.520809,95.26284,6.3391843,303.34012,0.461825,123.34011,-25.339323,2.5554547,0.41329566
0.3191489362,0.055822738,16.2387,279.69757,11.108201,95.23299,4.8773236,300.6355,0.57844615,120.6355,-20.625832,1.290625,0.28652656
0.5319148936,0.49617115,16.193249,245.73985,10.365564,95.783394,6.379133,295.80612,0.83579737,115.80613,-26.580368,5.2078857,0.36649072
0.5744680851,-0.5584845,16.125631,249.45886,9.745484,95.883354,6.3434772,288.9189,0.8223442,108.91891,-0.91390395,4.898168,0.37961614
0.6382978723,-1.7718694,15.968198,203.28833,11.019988,96.01642,10.923855,305.11658,0.44980514,125.11658,107.22047,51.112793,0.670089
0.6808510638,-2.6109676,15.852207,180.63423,12.164287,96.039795,10.843105,309.17273,0.50975734,129.17274,169.15259,85.88615,0.6603463
0.7234042553,-3.889543,15.769569,153.51309,13.006718,96.0683,11.741258,316.61017,0.2719627,136.61014,220.46692,92.30735,0.6873057
0.7659574468,-3.7172747,15.711469,141.71674,13.811032,96.0615,10.874628,314.32013,0.2900666,134.32013,247.02716,96.47833,0.6165845
0.8510638298,-4.32802,15.6161175,125.15164,15.329151,95.960724,9.570214,320.0202,0.46520224,140.02019,254.43669,124.340706,0.680517
0.9787234043,-1.6497122,15.600519,124.37695,16.295355,96.00565,6.2294755,296.42926,1.07956,116.42927,-6.4410396,40.05356,0.38889077
1,-1.3582243,15.656665,111.77041,15.962254,96,6.2214136,287.62585,0.9657066,107.62586,-32.201214,7.0814986,0.35595816
0.0638297872,0.38791645,16.09859,135.76329,12.700358,96.20147,3.692722,260.06595,1.8112147,80.065956,-23.88804,4.7688494,0.1230386
0.1914893617,-1.0358399,16.320164,165.58003,10.850923,96.2122,3.290942,250.13298,1.7404647,70.13298,-18.34537,1.3689011,0.11141668
0.2553191489,-1.1768031,16.418783,167.95566,10.441101,96.26175,4.213002,282.46207,1.1206496,102.46206,-20.004896,-1.527009,0.19471748
0.3829787234,0.67304546,16.351055,182.54639,9.981114,96.29941,4.78909,278.3547,1.2934669,98.35471,-39.736977,6.721102,0.2866473
0.5744680851,-0.86776525,16.253716,156.47919,8.841739,96.550125,6.586717,290.60336,0.9295705,110.60335,-15.741258,7.7867966,0.43036926
0.5957446809,-2.141713,16.144524,145.72656,9.646608,96.57532,7.0910306,299.06326,0.8444154,119.06325,23.619225,35.66272,0.46055076
0.6595744681,1.691549,16.017962,152.36765,10.9418545,96.60225,7.4723907,309.2729,0.4215091,129.27287,141.65645,30.38456,0.45636874
0.7872340426,-3.1367745,15.80136,131.69234,13.915994,96.59382,9.895786,298.9176,0.72388774,118.91759,225.05003,75.230316,0.577883
0,-0.049815282,15.9750595,91.39134,13.611921,96.760826,7.834606,307.8571,0.25487804,127.85707,-56.373398,22.70195,0.4706609
0.1276595745,0.80023474,16.254004,129.50748,11.235169,96.99996,5.7289586,301.13257,0.57844615,121.13257,-34.158875,13.817689,0.34406722
0.2127659574,0.42094463,16.295126,140.61194,10.701827,97.09816,7.629159,313.41083,0.19881032,133.41081,-38.789745,12.31707,0.448358
0.3191489362,-1.097365,16.481703,141.73642,9.358429,97.33931,7.630523,303.6418,0.52749014,123.641815,-41.679432,3.3431258,0.45794493
0.4680851064,-0.76774746,16.620304,166.79077,8.461585,97.56288,5.269377,297.65338,0.87715036,117.65338,-28.881834,0.8826795,0.30387592
0.8085106383,-2.21007,16.31746,110.05569,9.145592,97.994896,8.1656885,335.45572,0.11014352,155.4557,333.24695,84.147835,0.6600909
0.8510638298,-2.6846998,16.279358,102.77554,9.643776,97.95285,7.69895,333.74567,0.09487286,153.74568,272.3658,70.35942,0.563967
0.0212765957,-0.8107034,16.442743,117.460815,10.411665,98.09697,2.5230575,348.1938,0.5147233,168.19379,-16.987188,-1.1330727,0.09194898
0.170212766,-0.119914845,17.07528,150.0787,8.038225,98.38009,1.9011989,282.81772,0.71655214,102.81771,-3.371961,-0.13799833,0.05895019
0.4893617021,-0.55604964,17.232328,163.31923,6.370764,98.59708,2.5532806,258.8302,1.8684423,78.83021,-13.967859,0.021818653,0.11821917
0.5106382979,-0.46152905,17.234865,166.45268,6.4102736,98.62759,2.6608374,261.55835,1.673862,81.558334,-14.107806,-1.5291946,0.11128408
0.5319148936,0.072461024,17.2355,173.00244,6.2335806,98.68638,2.3574052,260.4631,1.4488852,80.463104,-14.982171,0.4674142,0.13255627
0.7659574468,-4.712584,16.06876,108.66095,14.981139,98.496056,6.590304,270.77887,2.101522,90.77887,217.27168,94.89484,0.46452665
0.7872340426,-3.6588943,16.019316,85.80466,15.63837,98.414474,7.424485,280.09537,1.098962,100.09535,180.35536,75.761246,0.44417265
0.0425531915,0.079776496,16.138247,189.60258,16.205812,98.223076,1.0713332,333.3081,0.027976478,153.30812,-7.9406095,-0.13056952,0.07371091
0.1276595745,0.100031585,16.389336,205.4735,14.246079,98.35826,0.8028253,317.04724,0.7558883,137.04726,-4.0581117,-0.018438509,0.03799275
0.170212766,-0.012384828,16.380247,209.32658,13.971002,98.38049,0.5394204,311.51953,0.2811604,131.51952,-1.1532785,-0.04945833,0.020835795
0.2127659574,1.5162549,16.501713,208.97719,12.935229,98.38105,1.0076205,278.04257,0.93439955,98.04257,-14.993055,-0.16343923,0.066006064
0.2553191489,-0.06832763,16.670088,210.60059,12.075263,98.37792,1.6877695,226.2098,2.070939,46.209785,-10.19769,-0.4710392,0.09761823
0.2765957447,1.5882391,16.707214,210.2928,11.950709,98.37617,1.3845963,226.57837,1.9381577,46.57837,-20.684366,-0.99321795,0.024965437
0.4255319149,-0.05571639,17.240839,212.6805,9.76488,98.3678,1.0996101,277.42477,0.27624586,97.424774,0.26091668,0.040053856,0.035606973
0.5531914894,-0.23062995,17.60108,211.24138,7.5912223,98.378235,0.8548808,18.251663,0.58080924,161.74834,0.37342608,0.18660717,0.018088644
0.6808510638,-1.6028798,16.067192,217.47144,15.887721,98.37689,4.0066113,151.853,1.0218254,28.147,98.683876,53.593273,0.24508356
0.7021276596,-1.7109417,15.92371,210.82104,17.17573,98.316956,4.0522523,170.51556,1.8858533,9.484447,132.2796,72.427666,0.27564937
0.7872340426,-1.2477518,15.651641,177.38512,19.926937,98.21006,3.916826,197.55444,1.6178588,17.554438,166.47697,81.43209,0.28935805
0.829787234,-7.618155,15.629518,173.15253,20.711811,98.09943,3.568395,211.21951,2.1539521,31.219513,131.2658,139.18779,0.2836403
0.9361702128,-5.066568,15.412727,167.49385,21.887753,97.92625,3.5343273,203.01035,1.8550924,23.010345,17.960045,82.10698,0.23668663
0.9574468085,-2.1593318,15.383135,169.37912,21.945658,97.89558,3.166304,198.86775,1.8816977,18.867752,-3.428163,32.43049,0.21606795
0,-0.31018117,15.440888,197.34882,20.567627,97.9669,2.041373,145.80304,0.7972133,34.196968,-2.1511283,2.7235959,0.05646602
0.085106383,-0.9245603,16.121984,182.21675,17.60228,97.99983,2.9457312,146.47995,0.52077025,33.520065,2.5267591,-2.2647536,0.035257097
0.170212766,-0.32880306,16.795135,211.13075,14.302987,97.999855,3.4593809,150.98657,0.6471012,29.013432,-9.769464,0.0880092,0.07017725
0.2765957447,-0.070559,16.772835,201.85472,14.469472,97.95173,2.163871,137.74994,0.65670633,42.250072,-0.7023736,0.1835665,0.03629035
0.2978723404,-0.5650373,16.962744,208.09836,13.633079,97.922905,2.6022806,150.82663,0.76310223,29.173365,1.3625932,-0.82079387,0.038739484
0.3829787234,-0.65598226,17.188814,219.32547,12.322848,97.87992,2.2066655,139.74792,1.128133,40.25207,-9.92155,0.5007078,0.11063375
0.5531914894,-1.1504622,16.985672,226.05284,10.987759,97.88174,3.792992,159.69229,1.055177,20.307714,-20.728413,-0.55217165,0.1394359
0.5957446809,-0.8109473,16.535526,220.65486,12.573834,97.881355,4.5259967,177.95862,1.673862,2.0413365,5.6843767,10.647181,0.25742686
0.6170212766,-0.1597183,16.26921,214.729,13.935588,97.881424,5.443451,186.73976,1.5944653,6.7397413,51.578144,25.508018,0.31447086
0.7659574468,-5.78756,15.390485,121.21978,22.276644,97.71811,9.404976,201.75533,2.1421988,21.75533,137.32985,127.28351,0.5025897
0.7872340426,-6.1403704,15.36093,117.98004,22.525543,97.67673,9.528705,203.22433,2.0317266,23.224333,147.7322,132.18466,0.5040542
0,-0.70362896,15.564681,138.59196,20.287918,97.38193,4.5116935,188.57338,1.075201,8.573391,-40.249992,5.5392313,0.19643897
0.0212765957,-0.2864423,15.679342,147.30061,19.377937,97.38368,3.0668576,195.8199,1.1060615,15.819895,-9.484561,0.26789168,0.08122156
0.170212766,0.59799355,16.097553,158.44382,15.514287,97.46,4.770673,174.3613,1.0292668,5.6387196,-55.45883,9.0406685,0.23967576
0.2127659574,-1.5159552,16.260704,167.45413,14.316998,97.43421,4.229331,171.00113,0.96428716,8.998864,-38.360043,-0.2609445,0.20341621
0.4255319149,0.6176412,17.52569,205.03513,9.622662,97.49908,1.8663574,327.96893,0.4714693,147.96892,-12.8531,-0.5488425,0.08154653
0.6170212766,-4.5334644,16.649925,253.42004,11.230093,97.78318,6.8459373,21.55162,0.8343915,158.44838,96.38279,42.47194,0.45410836
0.6382978723,-6.688217,16.58136,246.55862,11.66079,97.7904,6.122334,26.652252,1.2433262,153.34775,134.47865,38.408787,0.47769013
0.6595744681,-2.9321928,16.5135,241.86426,11.99743,97.79915,6.9615874,21.66742,1.1644937,158.33257,138.83258,40.35367,0.40027225
0.8085106383,-3.7488976,16.072783,239.55136,15.273093,97.77977,6.1909795,14.33139,0.2594434,165.66861,264.911,75.81614,0.39657927
0.8723404255,-3.4948041,16.01379,239.47495,16.423304,97.720276,5.141139,16.184967,0.342641,163.81503,144.1455,57.571087,0.2561032
0,-0.43793494,16.116138,241.49648,16.321667,97.711815,3.6760004,9.1471405,0.0685281,170.85287,-18.815441,1.1385071,0.18536724
0.085106383,-0.3236194,16.538637,249.71884,13.466995,97.78058,2.7206674,12.171783,0.019782357,167.82822,-6.8531637,-0.028141713,0.079554796
0.3617021277,-0.24410301,17.18609,219.32056,8.657103,97.777916,2.2257326,356.32248,0.0523392,176.3225,-7.004424,-0.21549584,0.07400411
0.4042553191,-0.023924772,17.198969,208.03766,8.579669,97.73898,1.9169035,326.3457,0.081564754,146.34572,-3.613252,-0.33773148,0.050777223
0.4893617021,-0.45509413,17.495913,195.03543,7.8525233,97.72149,1.9303848,328.53317,0.26318738,148.53317,-4.858202,-0.045112573,0.07737363
0.5957446809,-1.3148046,17.16406,198.96997,6.725981,97.71697,1.3585474,41.573334,1.9990985,138.42665,39.060257,15.161831,0.099164315
0.7446808511,-4.7834115,15.981619,249.45819,15.873354,97.41828,1.9562416,134.8836,1.0017112,45.1164,163.43887,61.512325,0.28260168
0.914893617,-3.293013,15.379306,303.43048,22.529785,96.90392,5.192568,164.4537,0.8784878,15.546286,104.61452,77.58497,0.343219
0,0.11366667,15.281438,407.653,22.687239,96.78732,2.2035291,142.30643,0.2954139,37.693584,-8.194641,-0.45453057,0.06855836
0.3191489362,-1.0182287,15.482914,333.44272,20.97969,96.63759,5.872016,182.05342,1.186138,2.0533812,-41.084694,5.1640987,0.3316046
0.3617021277,-1.428211,15.43002,346.23022,21.06507,96.50515,7.431467,183.86484,1.1016296,3.86483,-37.182423,1.2728528,0.38957727
0.6595744681,1.1046616,15.628183,345.8253,18.58785,96.864494,7.044738,307.10104,0.4233619,127.10103,140.65373,47.633945,0.43608907
0.7234042553,-6.7509513,15.352845,327.31613,20.198004,96.929085,6.194907,310.76404,0.68671125,130.76402,215.70197,119.41303,0.45954317
0.7446808511,0.83208257,15.325073,332.50375,20.69977,96.90987,6.6387267,313.57227,0.25256443,133.57227,211.55739,58.718006,0.42761156
0.2553191489,0.5082228,16.3141,348.42236,15.198196,97.38264,2.6479347,7.0931396,0.21306263,172.90685,-11.553205,-1.6449838,0.08151995
0.5319148936,0.088887244,15.167876,42.470394,11.527189,97.49992,1.4588475,63.610413,0.86998236,116.38958,-0.18262818,0.85568273,0.041218292
0.6170212766,-0.8678551,16.212976,351.61795,13.681414,97.61669,2.6905339,81.381775,0.3292445,98.618225,47.09072,22.468922,0.20098168
0.6808510638,-4.8161454,15.692305,375.31705,16.89367,97.62079,3.1296027,78.90347,0.47806364,101.09653,156.27658,65.82932,0.20516378
0.7446808511,-4.305293,15.454502,395.9728,19.74779,97.581276,3.202054,95.92517,0.79154783,84.074844,169.58202,80.40254,0.13255142
0,-0.44585678,15.573477,328.2176,21.269485,97.299164,3.2857454,85.31781,0.3127869,94.68218,-35.700882,-0.3755908,0.18373267
0.0425531915,-1.0155572,15.845358,334.9465,19.837696,97.31892,3.136672,79.8851,0.36584052,100.11489,-27.694838,-1.7276947,0.20972776
0.085106383,0.95579416,15.645761,432.89053,20.297009,97.32024,6.51534,86.249084,0.17017433,93.75091,-42.767166,-2.2295718,0.4103839
0.2978723404,0.933483,15.839867,464.8176,18.036543,97.49546,3.2163916,82.618744,0.23573415,97.38124,-14.645705,-0.9342515,0.2272983
0.4042553191,1.0360746,16.11959,466.2306,17.424356,97.49994,3.0052276,87.15378,0.1545052,92.846214,-11.245941,-2.3040347,0.16403832
0.4255319149,0.8950457,16.006372,474.55637,17.668352,97.49947,3.9536228,92.094086,0,87.9059,-14.313503,0.82884055,0.2342375
0.5319148936,1.0719875,16.075102,500.172,18.202734,97.71112,4.289734,142.52039,0.5904985,37.47963,-8.187795,2.1081126,0.2789043
0.5531914894,-0.048820622,16.004663,500.5167,18.192547,97.62488,6.3370185,120.73715,0.3121607,59.26285,-7.7045655,0.80605114,0.39188352
0.5957446809,-0.24494016,15.906815,510.9091,18.442019,97.64635,6.965286,116.73633,0.22814143,63.26367,-6.647647,3.1631367,0.44891226
1,-0.700958,16.8639,364.71747,16.785763,97.77353,6.2623496,117.942444,0.3127869,62.05754,0.5846145,25.720379,0.3759375
0.1489361702,3.6118937,16.405058,458.77774,16.747366,97.88161,2.1966789,66.69037,0.527861,113.30962,-1.1780202,1.7272842,0.16584845
0.3191489362,0.048771083,17.317202,328.49222,14.6915865,97.88161,1.6870594,346.70923,0.044234697,166.7092,-3.1783319,-5.834039,0.069277786
0.8085106383,-4.3812604,15.600976,525.7197,20.873415,97.63969,2.7748528,8.16098,0.5410413,171.83904,98.511314,107.48966,0.26211426
0.170212766,-2.8401532,16.72811,547.5625,21.23735,97.49963,1.6893189,213.3005,0.9493579,33.300503,-1.9653401,-0.27267188,0.06835341
0.7659574468,-12.990371,15.246664,638.8479,23.213034,97.223564,5.0340676,208.22572,1.5134913,28.225729,108.342255,235.75859,0.41233194
0,0.28666106,15.360325,627.5286,24.673845,96.79805,2.9145954,184.32935,0.74230504,4.3293443,-6.5356174,-0.67408204,0.054560613
0.1276595745,-1.3344197,16.618835,550.7205,21.476326,96.8263,2.5612857,203.6491,1.2774827,23.649101,0.5632333,0.35808963,0.060312852
0.170212766,2.0199206,17.01874,523.4726,19.755373,96.834595,2.5575385,154.40863,0.34998617,25.591366,-5.992397,0.39867184,0.05144414
0.3404255319,-0.7502369,16.093613,503.93668,18.02342,96.79046,3.7166145,196.30328,1.3353027,16.303295,-14.7157755,1.9245864,0.1737198
0.6170212766,-5.1491776,25.689613,300.14056,17.659996,96.87959,3.4804053,199.21051,1.3010093,19.210516,10.223142,-41.40435,0.20277353
0.7021276596,-2.9848487,16.021126,540.92474,19.375957,96.88166,2.096297,219.28966,2.2455938,39.289665,32.367706,9.887774,0.2113004
0.7446808511,-9.953427,15.743096,577.09607,20.047678,96.79035,2.6700475,192.63486,1.0968231,12.634848,46.293373,54.144596,0.200507
0.8510638298,-11.94911,15.379728,609.28864,21.54483,96.60175,4.7775126,183.64153,0.859346,3.641534,98.063286,118.10222,0.31487432
0.8936170213,-13.130721,15.251306,619.62866,22.160067,96.55913,3.840877,191.7773,1.3076108,11.777287,68.09143,118.83938,0.26066554
0.9787234043,-3.6373396,15.188913,607.6668,23.007498,96.49485,4.783452,181.39691,0.8329832,1.3968987,7.7498674,42.548588,0.30558848
0.1276595745,0.5418136,16.24811,472.16885,19.450687,96.78518,1.8675959,347.4699,0.034264047,167.46992,-13.119372,2.3974698,0.107075065
0.4042553191,1.1161569,16.388529,327.58786,13.669308,96.88378,3.6777806,7.746109,0.09487286,172.25388,-26.890884,5.7159986,0.24350336
0.6170212766,-6.0986834,16.1685,325.14642,13.389669,97.28431,3.8275251,43.630173,0.81565434,136.36981,38.781326,51.416023,0.3047485
0.829787234,-7.2998347,15.676569,363.70352,16.75055,97.39436,9.184652,358.77405,0.216705,178.7741,94.4334,103.29779,0.57089007
1,1.4295914,16.147982,324.59985,13.850361,97.71222,5.709876,9.504486,0.33043095,170.4955,6.370772,17.470901,0.373411
0.4042553191,-0.34769607,16.67665,249.42328,11.066354,98.28476,3.4123867,4.4861755,0.123540804,175.51381,-22.316942,-0.9376195,0.19555984
0.4680851064,0.8601721,16.90019,230.47694,10.468316,98.38365,2.4804957,353.1001,0.04845668,173.1001,-13.745701,-1.192339,0.079124846
0.4893617021,-0.36989805,16.980423,224.12262,10.221056,98.49137,2.3579602,353.11713,0.096913375,173.11713,-12.701094,-0.48693472,0.10512691
0.5531914894,-0.776631,16.868116,236.0513,9.228792,98.54006,3.062806,9.988403,0.19881032,170.01158,-10.129923,2.0412016,0.19302525
0.1489361702,-0.8141162,16.356297,215.37737,14.162508,97.976814,2.9670608,160.28491,0.4405751,19.715082,-6.787315,-1.1121948,0.06746015
0.2340425532,-0.62607837,17.717302,251.07875,11.603901,97.84954,3.1496775,149.92969,0.3522154,30.07033,-17.774614,0.43117923,0.14238738
0.4042553191,0.6442678,16.647871,223.20956,12.05929,97.58874,3.989448,181.41983,1.1489297,1.4198253,-36.933884,14.585303,0.24355115
0.9574468085,-6.9736214,14.957293,412.33707,24.209183,96.998085,1.092716,241.17076,1.9218317,61.170757,-0.9363149,83.99667,0.073634736
0.0638297872,0.37627557,15.745527,421.7857,20.811388,97.19548,1.9174708,39.565964,0.9989727,140.43404,-9.636953,-0.51672125,0.08958995
0.1489361702,-0.06317409,16.253098,403.6476,18.586613,97.22839,1.3583268,66.03784,0.7096923,113.96214,-3.0354927,-1.0728546,0.021861652
0.2127659574,3.845577,16.898521,406.9432,16.109623,97.20969,2.5918925,77.33441,0.49098668,102.66557,-26.395456,6.8267984,0.1921658
0.4255319149,-0.83157575,16.56385,298.81696,11.835859,97.09665,3.1420243,82.043274,0.2654084,97.95673,-17.077744,-0.56166285,0.13274227
0.5106382979,1.5197653,16.688553,293.0287,11.077096,97.18151,2.9610527,98.363464,0.25487804,81.63655,-17.368525,4.06357,0.15094678
0.5744680851,-3.8255165,16.408878,306.8343,11.201082,97.20628,4.7941093,97.42117,0.17471312,82.578835,32.823135,37.598335,0.29890642
0.5957446809,-3.4342864,16.257137,324.8482,12.201069,97.18997,4.926084,105.36862,0.21397904,74.631386,68.431015,38.97614,0.3153024
0.6170212766,-9.167277,16.12164,349.5247,13.451791,97.15748,5.06568,114.15973,0.24228358,65.84029,86.197365,77.33103,0.31853586
0.6382978723,-10.77074,15.972299,379.91827,14.829344,97.094574,5.4376044,118.131714,0.30066615,61.868282,96.840164,89.34841,0.35878626
0.7659574468,-10.009963,15.277193,492.63724,25.029602,96.79783,7.7565255,157.03357,0.8033262,22.966413,114.99191,199.38719,0.5053586
0.829787234,-13.671105,15.020054,534.8861,26.779003,96.62945,9.800118,185.92609,1.1844871,5.9260945,99.45853,229.94797,0.6031083
1,-1.017452,15.285648,620.7191,25.821747,96.49983,8.191057,168.24539,0.7666837,11.754593,-15.427245,15.462702,0.498358
0.085106383,2.423936,15.584979,607.2881,22.403845,96.594986,6.8060994,163.46979,0.9127891,16.530226,-48.5508,6.938778,0.46689343
0.2765957447,2.652311,15.449365,623.64526,21.74108,96.54148,7.7452474,178.51868,1.1080059,1.4813422,-51.913727,3.1553278,0.5251016
0.2978723404,2.6170278,15.444677,629.63885,21.724314,96.51111,7.774576,181.43562,0.980786,1.435588,-49.986317,2.2004693,0.507474
0.4468085106,2.019701,15.51126,635.6125,21.029015,96.59428,2.7755847,158.25052,0.8572942,21.74947,-14.092822,-2.5310647,0.17956878
